,subject,score,display,question,dimension,question_number,qdirection,item
19191,sub065,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
19197,sub065,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
19203,sub065,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
19209,sub065,0.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
19215,sub065,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
19221,sub065,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
19227,sub065,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
19233,sub065,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
19239,sub065,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
19245,sub065,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
19251,sub065,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
19269,sub065,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
19275,sub065,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
19281,sub065,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
19293,sub065,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
19299,sub065,0.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
19305,sub065,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
19311,sub065,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
19317,sub065,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
19323,sub065,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
19329,sub065,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
19335,sub065,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
19341,sub065,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
19347,sub065,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
19359,sub065,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
19365,sub065,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
19371,sub065,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
19377,sub065,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
19383,sub065,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
19393,sub066,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
19399,sub066,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
19405,sub066,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
19411,sub066,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
19417,sub066,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
19423,sub066,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
19429,sub066,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
19435,sub066,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
19441,sub066,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
19447,sub066,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
19453,sub066,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
19459,sub066,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
19465,sub066,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
19471,sub066,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
19483,sub066,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
19489,sub066,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
19495,sub066,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
19501,sub066,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
19507,sub066,1.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
19513,sub066,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
19519,sub066,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
19525,sub066,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
19531,sub066,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
19543,sub066,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
19549,sub066,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
19555,sub066,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
19561,sub066,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
19573,sub066,1.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
19579,sub066,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
19585,sub066,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
19591,sub066,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
19597,sub066,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
19603,sub066,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
19609,sub066,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
19615,sub066,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
19621,sub066,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
19627,sub066,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
19639,sub066,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
19645,sub066,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
19651,sub066,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
19663,sub066,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
19669,sub066,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
19675,sub066,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
19681,sub066,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
19691,sub067,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
19697,sub067,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
19703,sub067,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
19709,sub067,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
19715,sub067,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
19721,sub067,1.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
19727,sub067,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
19733,sub067,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
19739,sub067,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
19745,sub067,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
19751,sub067,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
19757,sub067,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
19769,sub067,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
19775,sub067,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
19781,sub067,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
19787,sub067,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
19793,sub067,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
19799,sub067,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
19805,sub067,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
19811,sub067,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
19817,sub067,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
19823,sub067,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
19829,sub067,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
19835,sub067,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
19841,sub067,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
19847,sub067,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
